ZIP Code,State,City/Town,Primary Specialty,All Secondary Specialties,Gender,Facility Name,NPI,Provider Last Name,Provider First Name,Provider Middle Name
953504500,CA,MODESTO,PEDIATRIC MEDICINE,,F,VALLEY CHILDRENS MEDICAL GROUP,1851565600,NWOSU,VIVIAN,I
928684203,CA,ORANGE,PEDIATRIC MEDICINE,,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1851588156,NGUYEN-TANG,HANH-UYEN,
950603530,CA,SANTA CRUZ,PEDIATRIC MEDICINE,,F,SUTTER BAY MEDICAL FOUNDATION,1851589121,MARSICO,NICOLE,
959199707,CA,BROWNSVILLE,PEDIATRIC MEDICINE,,F,SUTTER VALLEY MEDICAL FOUNDATION,1861400483,RAMAN,PUSHPA,K
934584908,CA,SANTA MARIA,PEDIATRIC MEDICINE,,M,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,1861427528,KHAN-VARIBA,JOHN,A
954229336,CA,CLEARLAKE,PEDIATRIC MEDICINE,HOSPICE/PALLIATIVE CARE,M,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,1861475865,ZWERDLING,THEODORE,
900254837,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1861501546,SALUSKY,ISIDRO,B
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1861588626,TANAKA,DIANE,K
928684203,CA,ORANGE,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1861599748,ARRIETA,ANTONIO,C
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1861782484,TAWFIK,DANIEL,
951233640,CA,SAN JOSE,PEDIATRIC MEDICINE,,M,PERMANENTE MEDICAL GROUP INC,1861837171,SARONWALA,ANIRUDH,
926183705,CA,IRVINE,PEDIATRIC MEDICINE,SPORTS MEDICINE,M,ORTHOPAEDIC SPECIALTY INSTITUTE MEDICAL GROUP OF ORANGE COUNTY,1861848947,NIETO,MICHAEL,J
905053984,CA,TORRANCE,PEDIATRIC MEDICINE,INTERVENTIONAL CARDIOLOGY,M,MEMORIALCARE MEDICAL FOUNDATION,1871538033,DANON,SAAR,
928684203,CA,ORANGE,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1871577833,ZAHN,MATTHEW,M
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CRITICAL CARE (INTENSIVISTS),M,LPCH MEDICAL GROUP DIV OF LUCILE,1871617621,CORNELL,TIMOTHY,THOMAS
902554906,CA,HUNTINGTON PARK,PEDIATRIC MEDICINE,"FAMILY PRACTICE, GENERAL PRACTICE",M,JOSE TORREBLANCA MD INC,1871619346,TORREBLANCA,JOSE,F
932152713,CA,DELANO,PEDIATRIC MEDICINE,,F,OMNI FAMILY HEALTH,1871673004,MEHRETAB ROMAN,YOHANNA,A
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,UCSF PEDIATRICS ASSOCIATES,1871699801,SOIFER,SCOTT,J
928684203,CA,ORANGE,PEDIATRIC MEDICINE,HEMATOLOGY,M,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1871734509,BUCHBINDER,DAVID,K
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1871753848,KAMENY,REBECCA,JOHNSON
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1871884999,MESHERIAKOVA,VERONIKA,V
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1881013795,CASTELLANOS,MARIA,ISABEL
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1891018776,CHAN,ALICE,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1891133468,SANCHEZ,LAUREN,ASHLEY
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1891922324,ALEXANDER,JESSIE,LEE ANN
900254837,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,UC REGENTS,1891956710,HANUDEL,MARK,R
900276021,CA,LOS ANGELES,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1891995122,VERA,MOIN,U
928684203,CA,ORANGE,PEDIATRIC MEDICINE,ENDOCRINOLOGY,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1902011026,FORGHANI,NIKITA,
939014483,CA,SALINAS,PEDIATRIC MEDICINE,,F,SVMHS CLINICS,1902033384,CAPODANNO,GINA,CHRISTINA
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,F,LPCH MEDICAL GROUP DIV OF LUCILE,1902073125,MATHEW,ROSHNI,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1902338296,LINDQUIST,ROBERT,ADAM
959199707,CA,BROWNSVILLE,PEDIATRIC MEDICINE,,M,SUTTER VALLEY MEDICAL FOUNDATION,1902836638,WANDER,HARRY,J
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1902878036,LAPPEN,RHONDA,SUSAN
953408787,CA,MERCED,PEDIATRIC MEDICINE,NEPHROLOGY,M,REGENTS OF THE UNIV OF CA,1902890023,BUTANI,LAVJAY,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1912111360,SHAH,SEJAL,H
923734308,CA,REDLANDS,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,1912116856,VERCIO,CHAD,
921039000,CA,SAN DIEGO,PEDIATRIC MEDICINE,PULMONARY DISEASE,F,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1912169061,AKONG,KATHRYN,A
913402906,CA,SAN FERNANDO,PEDIATRIC MEDICINE,,M,,1912252743,ANARI,ALI,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1912273855,STOKKE,JAMIE,LYNN
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,UCSF MEDICAL GROUP BUSINESS SERVICES,1912286493,NAWAYTOU,HYTHEM,
941430810,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1912354606,JAIN,NOOPUR,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1912439027,DUONG,JENNIFER,
902747604,CA,ROLLING HILLS ESTATES,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,M,LAWRENCE D SHER M D INC,1912923913,SHER,LAWRENCE,D
928683201,CA,ORANGE,PEDIATRIC MEDICINE,,F,UC REGENTS UCI DEPT OF PEDIATRICS,1912964925,KIMONIS,VIRGINIA,E
925062658,CA,RIVERSIDE,PEDIATRIC MEDICINE,NEUROLOGY,M,RIVERSIDE MEDICAL CLINIC INC,1912989385,SAITO,MICHAEL,
926041723,CA,IRVINE,PEDIATRIC MEDICINE,,F,MEMORIALCARE MEDICAL FOUNDATION,1922398320,HACKETT,LAUREN,K
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1922492388,ZHANG,KE-YOU,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),F,LPCH MEDICAL GROUP DIV OF LUCILE,1932127610,TEDE,NIKOLA,
928684203,CA,ORANGE,PEDIATRIC MEDICINE,ALLERGY/IMMUNOLOGY,F,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1932391471,CHAN,WAN-YIN,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,NEPHROLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1932441557,SUTHA,KEN,
934203817,CA,ARROYO GRANDE,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,CENTRAL COAST IN-PATIENT CONSULTANTS INC,1932589736,BUCHANAN,ASHLEY,M
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1942350988,PARK,NANAH,SUK
953504500,CA,MODESTO,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,VALLEY CHILDRENS MEDICAL GROUP,1942456165,BURKE,PATRICK,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1942498928,BALAGTAS,JAY MICHAEL,S
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1942616859,EGUIGUREN JIMENEZ,MARIA DE LOURDES,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,M,LPCH MEDICAL GROUP DIV OF LUCILE,1942695234,COLMAN,RUBEN,JONAS
900950001,CA,LOS ANGELES,PEDIATRIC MEDICINE,MEDICAL GENETICS AND GENOMICS,M,UC REGENTS,1952324022,MARTINEZ,JULIAN,A
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,F,LPCH MEDICAL GROUP DIV OF LUCILE,1952454365,KACHE,SARASWATI,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,,M,LPCH MEDICAL GROUP DIV OF LUCILE,1952457087,ROTH,STEPHEN,JOEL
945982961,CA,WALNUT CREEK,PEDIATRIC MEDICINE,,F,,1952489718,WON,ROSA,H
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,M,UCSF PEDIATRICS ASSOCIATES,1952499519,HUANG,JAMES,
959913459,CA,YUBA CITY,PEDIATRIC MEDICINE,,F,AMPLA HEALTH,1952966079,TANEJA,AISHWARYA,
930032810,CA,VENTURA,PEDIATRIC MEDICINE,INTERNAL MEDICINE,F,,1962420752,PATEL,SANDHYA,T
932153442,CA,DELANO,PEDIATRIC MEDICINE,,F,CLINICA SIERRA VISTA,1962465336,DE LEON,MARISSA,Q
907444131,CA,WILMINGTON,PEDIATRIC MEDICINE,,F,TOTAL CARE MEDICAL CLINIC INC,1962569616,FEYGIN,POLINA,T
927087504,CA,FOUNTAIN VALLEY,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,,1962581363,MAROLIA,MANISH,B
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1962598938,ROLAND,MICHELLE,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1962840363,WINTER,MEREDITH,
941113029,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,ONE MEDICAL GROUP INC,1962886358,DANSER,JULIA,
941153465,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,1972034841,BLAIR,DAVID,
937012302,CA,FRESNO,PEDIATRIC MEDICINE,,M,,1972180073,HANAFY,OMAR,FOUAD
956889494,CA,VACAVILLE,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,F,PERMANENTE MEDICAL GROUP INC,1972523009,ARPILLEDA,JOYCE,C
900953075,CA,LOS ANGELES,PEDIATRIC MEDICINE,CARDIOVASCULAR DISEASE (CARDIOLOGY),M,UC REGENTS,1972530988,PERENS,GREGORY,S
900275822,CA,LOS ANGELES,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1972600179,MUELLER,LISA,A
961614860,CA,TRUCKEE,PEDIATRIC MEDICINE,,M,TAHOE FOREST HOSPITAL DISTRICT,1972621225,RUGGIERO,MARK,S
941432204,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF PEDIATRICS ASSOCIATES,1972779775,KAUSHIK,NEERU,
917312629,CA,EL MONTE,PEDIATRIC MEDICINE,,F,COUNTY OF LOS ANGELES,1972835692,RIOS,EUNICE,V
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,F,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1972858942,MITCHELL,KENDRA,
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,GASTROENTEROLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1972958122,CAGIL,YASEMIN,NEZIHE
921039000,CA,SAN DIEGO,PEDIATRIC MEDICINE,,M,REGENTS OF THE UNIVERSITY OF CALIFORNIA,1982044715,STEINBERG,JEFFREY,A
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,F,UCSF MEDICAL GROUP BUSINESS SERVICES,1982049219,SEASHORE,ELIZABETH,LYNN
953554205,CA,MODESTO,PEDIATRIC MEDICINE,,F,SUTTER VALLEY MEDICAL FOUNDATION,1982660122,BROUARD,YVONNE,JEAN
960251812,CA,DUNSMUIR,PEDIATRIC MEDICINE,,M,"MCCLOUD HEALTHCARE CLINIC, INC.",1982765582,FORT,GRADY,R
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,F,LPCH MEDICAL GROUP DIV OF LUCILE,1982857223,SCHULTZ,LIORA,M
928683201,CA,ORANGE,PEDIATRIC MEDICINE,,F,UC REGENTS UCI DEPT OF PEDIATRICS,1982927729,GOLD,JUNE-ANNE,
900276062,CA,LOS ANGELES,PEDIATRIC MEDICINE,,M,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC,1982997300,SMITH,MATTHEW,L
943041601,CA,PALO ALTO,PEDIATRIC MEDICINE,INFECTIOUS DISEASE,M,LPCH MEDICAL GROUP DIV OF LUCILE,1982997417,PHAM,TRUNG,HOANG MINH
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,EMERGENCY MEDICINE,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1992091474,SHAAHINFAR,ASHKON,
941432202,CA,SAN FRANCISCO,PEDIATRIC MEDICINE,,M,UCSF MEDICAL GROUP BUSINESS SERVICES,1992725808,TANEL,RONN,EL
928333207,CA,FULLERTON,PEDIATRIC MEDICINE,INTERNAL MEDICINE,M,,1992857239,FLORES,EDGAR,
900275822,CA,LOS ANGELES,PEDIATRIC MEDICINE,HEMATOLOGY/ONCOLOGY,M,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,1992872717,COOPER,ROBERT,M
